Type d'activité,Date,Favori,Titre,Distance,Calories,Durée,Fréquence cardiaque moyenne,Fréquence cardiaque maximale,TE aérobie,Cadence de course moyenne,Cadence de course maximale,Allure moyenne,Meilleure allure,Ascension totale,Descente totale,Longueur moyenne des foulées,Rapport vertical moyen,Oscillation verticale moyenne,Temps de contact moyen avec le sol,Equilibre TCS moyen,Cadence de course moyenne,Cadence de course maximale,Training Stress Score® (TSS®),Puissance moy.,Puissance max.,Difficulté,Constance,Nombre total de mouvements,SWOLF moyen,Fréquence moy. des coups,Total des répétitions,Total des sessions,Temps de plongée,Température minimale,Intervalle à la surface,Décompression,Temps du meilleur circuit,Nombre de circuits,Température maximale,Fréquence respiratoire moyenne,Fréquence respiratoire minimale,Fréquence respiratoire maximale,Temps de déplacement,Temps écoulé,Altitude minimale,Altitude maximale
Course à pied,2022-05-10 14:37:17,false,"Brest Course à pied","8.99","745","00:57:15","155","197","--","115","210","6:22","3:15","54","67","1.34","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","22.0","0:00","Non","03:47.46","9","27.0","--","--","--","00:43:56","00:57:15","32","58"
Course à pied,2022-05-09 15:32:00,false,"Brest Course à pied","12.02","845","00:53:58","172","193","--","163","170","4:29","3:42","118","112","1.37","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:03.30.9","13","28.0","--","--","--","00:53:54","00:53:58","106","131"
Course à pied,2022-05-06 10:17:55,false,"Brest Course à pied","1.95","145","00:12:57","133","150","--","150","166","6:39","5:01","25","34","1.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","06:15.35","2","24.0","--","--","--","00:12:33","00:12:57","43","68"
Course à pied,2022-05-05 15:59:47,false,"Brest Course à pied","6.38","638","00:34:43","189","202","--","155","170","5:26","4:03","113","103","1.19","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","25.0","0:00","Non","02:29.11.1","7","29.0","--","--","--","00:34:08","00:34:51","34","54"
Course à pied,2022-05-05 15:39:51,false,"Brest Course à pied","1.43","148","00:12:14","140","174","--","100","170","8:35","3:55","10","16","1.16","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","02:18.36.5","2","29.0","--","--","--","00:07:28.4","00:12:14","66","75"
Course à pied,2022-05-03 17:51:59,false,"Brest Course à pied","5.48","425","00:33:41","148","179","--","124","213","6:09","3:02","85","70","1.33","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","02:48.36.7","6","25.0","--","--","--","00:26:34","00:33:41","47","114"
Course à pied,2022-05-01 09:16:58,false,"Brest Course à pied","8.48","625","00:46:10","153","184","--","160","166","5:27","4:52","161","146","1.15","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","19.0","0:00","Non","02:37.88.9","9","28.0","--","--","--","00:46:05","00:46:10","14","65"
Course à pied,2022-04-30 16:12:24,false,"Brest Course à pied","1.55","142","00:09:36.0","158","179","--","144","166","6:11","5:07","48","13","1.11","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","04:08.55.2","2","25.0","--","--","--","00:08:20","00:09:36.0","47","71"
Course à pied,2022-04-25 08:20:51,false,"Brest Course à pied","6.52","698","01:27:00","126","178","--","66","249","13:21","3:08","178","110","1.20","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","06:09.34.1","7","24.0","--","--","--","00:39:09","01:27:00","-16","138"
Course à pied,2022-04-22 18:02:34,false,"Dompierre-sur-Yon Course à pied","7.84","570","00:34:40","174","196","--","165","172","4:25","4:00","48","51","1.37","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","03:43.83.3","8","25.0","--","--","--","00:34:38","00:34:40","63","84"
Cyclisme,2022-04-21 16:06:25,false,"La Roche-sur-Yon Cyclisme","9.09","431","00:28:19","165","187","--","0","0","19.3","41.2","162","139","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","24.0","0:00","Non","00:16.19.4","10","27.0","--","--","--","00:28:15","00:28:23","56","87"
Course à pied,2022-04-21 15:24:10,false,"Dompierre-sur-Yon Course à pied","8.58","671","00:41:11","173","189","--","161","168","4:48","4:15","107","127","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","23.0","0:00","Non","02:46.65.4","9","27.0","--","--","--","00:41:09","00:41:11","57","84"
Cyclisme,2022-04-19 16:42:00,false,"Dompierre-sur-Yon Cyclisme","40.09","941","02:12:34","122","155","--","0","0","18.1","39.7","414","428","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:26.37.9","41","25.0","--","--","--","02:12:00","02:21:37","46","95"
Course à pied,2022-04-19 10:53:55,false,"Dompierre-sur-Yon Course à pied","8.92","690","00:45:44","162","184","--","159","173","5:08","3:29","58","65","1.23","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","04:51.96.8","9","24.0","--","--","--","00:45:34","00:45:44","71","95"
En piscine,2022-04-15 13:38:44,false,"En piscine","500","121","00:31:16","0","0","--","0","0","2:19","0:54","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","305","50","26","0","--","0:00","26.0","0:00","Non","00:01.01.1","4","28.0","--","--","--","00:11:33","00:31:21","--","--"
Vélo d'intérieur,2022-04-14 14:03:26,false,"Vélo d'intérieur","0.00","188","00:30:00","105","132","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","27.0","0:00","Non","30:00.31.2","1","29.0","--","--","--","00:00:00","00:30:00","--","--"
Course à pied,2022-04-13 15:57:24,false,"Brest Course à pied","7.24","597","00:46:14","149","182","--","135","221","6:23","1:47","39","87","1.15","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","21.0","0:00","Non","03:59.01.8","8","26.0","--","--","--","00:38:27","00:46:14","-70","-20"
Course à pied,2022-04-11 16:23:00,false,"Brest Course à pied","8.73","623","00:39:34","166","187","--","162","172","4:32","4:06","80","87","1.30","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","01:21.88.8","9","28.0","--","--","--","00:37:28","00:39:34","66","96"
Cyclisme,2022-04-09 18:48:13,false,"Dompierre-sur-Yon Cyclisme","6.07","196","00:31:28","106","132","--","0","0","11.6","33.1","55","59","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","00:21.69.8","7","25.0","--","--","--","00:31:15","00:35:22","71","98"
Course à pied,2022-04-09 16:22:07,false,"Dompierre-sur-Yon Course à pied","5.52","382","00:24:57","164","183","--","165","173","4:31","3:59","47","41","1.35","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","02:14.19.9","6","23.0","--","--","--","00:24:55","00:24:57","78","102"
Course à pied,2022-04-08 11:13:53,false,"Brest Course à pied","4.16","387","00:21:11","185","197","--","158","173","5:06","3:59","36","33","1.24","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","01:03.76.1","5","22.0","--","--","--","00:21:04","00:21:11","36","43"
Course à pied,2022-04-06 17:16:49,false,"Brest Course à pied","6.58","510","00:35:10","154","175","--","162","166","5:21","4:50","160","73","1.16","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","03:01.60.8","7","28.0","--","--","--","00:35:05","00:35:10","22","49"
Course à pied,2022-04-05 08:30:10,false,"Brest Course à pied","10.39","653","01:02:18","137","168","--","127","187","6:00","3:20","68","65","1.31","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","02:31.66","11","22.0","--","--","--","00:50:55","01:02:18","-103","-63"
En piscine,2022-04-03 15:09:13,false,"En piscine","100","28","00:02:54.7","0","0","--","0","0","2:01","1:14","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","46","42","23","0","--","0:00","26.0","0:00","Non","00:01.29.6","4","27.0","--","--","--","00:02:01.1","00:03:08.2","--","--"
Course à pied,2022-04-02 16:54:25,false,"Brest Course à pied","3.66","306","00:32:31","125","160","--","81","196","8:52","2:55","95","49","1.40","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","06:55.83","4","24.0","--","--","--","00:19:22","00:32:31","45","74"
Course à pied,2022-04-02 16:01:44,false,"Brest Course à pied","1.92","181","00:14:24","142","174","--","112","183","7:29","3:14","7","5","1.20","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","05:24.05.7","2","27.0","--","--","--","00:10:40","00:14:24","16","35"
Course à pied,2022-04-01 15:35:11,false,"Brest Course à pied","8.15","631","00:39:19","170","191","--","161","170","4:50","3:57","120","80","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:55.71.4","9","26.0","--","--","--","00:30:36","00:39:19","17","40"
En piscine,2022-03-19 11:19:42,false,"En piscine","1,800","463","00:56:43","0","0","--","0","0","1:55","0:29","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","832","81","24","0","--","0:00","25.0","0:00","Non","00:06.45.5","54","26.0","--","--","--","00:34:34","00:56:49","--","--"
Course à pied,2022-03-15 15:51:47,false,"Brest Course à pied","7.29","576","00:38:44","160","180","--","156","162","5:19","3:58","211","208","1.20","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","01:20.54.2","8","27.0","--","--","--","00:38:37","00:38:44","8","53"
Course à pied,2022-03-15 09:00:55,false,"Brest Course à pied","4.26","319","00:23:49","149","164","--","139","172","5:36","3:14","51","52","1.26","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","03:37.10","5","20.0","--","--","--","00:21:23","00:23:49","-1","39"
Course à pied,2022-03-14 08:42:38,false,"Brest Course à pied","5.26","553","01:20:27","112","152","--","57","213","15:17","3:51","296","348","1.14","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","06:34.86","6","25.0","--","--","--","00:30:44","01:20:27","-252","92"
Course à pied,2022-03-14 08:28:55,false,"Brest Course à pied","1.04","76","00:06:06.9","138","150","--","135","166","5:53","4:44","2","35","1.22","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","01:07.99.1","2","21.0","--","--","--","00:05:01","00:06:06.9","38","40"
En piscine,2022-03-13 15:04:28,false,"En piscine","1,200","310","00:41:23","0","0","--","0","0","1:59","1:34","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","608","42","25","0","--","0:00","26.0","0:00","Non","00:21.59.7","27","27.0","--","--","--","00:23:51","00:42:58","--","--"
Course à pied,2022-03-13 09:13:26,false,"Brest Course à pied","5.48","430","00:32:37","147","181","--","122","189","5:57","3:25","77","74","1.38","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","02:47.61.3","6","26.0","--","--","--","00:28:14","00:32:37","57","77"
Course à pied,2022-03-12 16:39:31,false,"Brest Course à pied","2.36","166","00:10:54","159","181","--","167","172","4:37","4:15","57","135","1.30","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","01:50.20.5","3","29.0","--","--","--","00:10:54","00:10:54","49","81"
Chronomètre,2022-03-10 07:46:40,false,"Chronomètre","--","0","00:00:00","0","0","--","0","0","--","--","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","0.0","0:00","Non","00:00.00","1","0.0","--","--","--","00:00:00","00:00:00","--","--"
Course à pied,2022-03-09 08:36:43,false,"Brest Course à pied","13.03","1,098","01:25:46","148","189","--","121","233","6:35","3:25","178","177","1.24","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:08.44.6","14","19.0","--","--","--","01:06:25","01:25:46","35","61"
Course à pied,2022-03-08 15:54:29,false,"Brest Course à pied","7.25","546","00:36:35","158","175","--","161","170","5:03","4:18","83","86","1.23","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","01:18.07.9","8","27.0","--","--","--","00:35:39","00:36:35","30","52"
Course à pied,2022-03-07 10:19:37,false,"Brest Course à pied","9.48","750","01:05:28","145","176","--","107","246","6:55","2:27","174","106","1.35","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","9.0","0:00","Non","03:25.58.9","10","18.0","--","--","--","00:45:59","01:05:28","21","57"
En piscine,2022-03-05 10:27:06,false,"En piscine","1,500","349","00:49:03","0","0","--","0","0","1:51","1:01","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","684","78","25","0","--","0:00","25.0","0:00","Non","00:02.07.8","56","26.0","--","--","--","00:27:45","00:49:08","--","--"
Course à pied,2022-03-04 10:24:05,false,"Brest Course à pied","6.79","538","00:52:28","135","157","--","94","203","7:44","1:50","58","54","1.40","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","05:16.66.7","7","20.0","--","--","--","00:33:33","00:52:28","53","64"
Course à pied,2022-03-02 09:00:49,false,"Brest Course à pied","4.75","318","00:21:00","161","182","--","163","187","4:26","3:06","56","51","1.39","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","03:01.05.7","5","19.0","--","--","--","00:20:56","00:21:00","27","66"
Course à pied,2022-03-01 14:29:16,false,"Brest Course à pied","8.45","716","00:48:21","168","193","--","147","240","5:43","3:17","294","392","1.19","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","02:35.86.7","9","26.0","--","--","--","00:45:20","00:48:21","-71","59"
Marche à pied,2022-02-27 11:32:02,false,"Dompierre-sur-Yon Marche à pied","4.97","398","01:25:55","81","125","--","73","225","17:16","4:36","51","52","0.81","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","01:53.01.9","4","27.0","--","--","--","01:03:06","01:25:55","72","96"
Course à pied,2022-02-26 17:23:18,false,"Dompierre-sur-Yon Course à pied","10.05","691","00:45:03","164","184","--","166","176","4:29","3:48","100","68","1.34","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:12.26.9","11","22.0","--","--","--","00:44:44","00:45:03","77","99"
Course à pied,2022-02-25 13:52:20,false,"Brest Course à pied","2.00","151","00:10:38","151","166","--","137","174","5:18","3:39","27","28","1.40","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:13.19.2","3","21.0","--","--","--","00:09:04","00:10:38","45","58"
Course à pied,2022-02-25 13:47:54,false,"Brest Course à pied","0.30","39","00:02:48.7","149","154","--","121","166","9:27","5:31","11","--","0.87","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","20.0","0:00","Non","02:48.68.8","1","21.0","--","--","--","00:02:10","00:02:48.7","57","68"
Course à pied,2022-02-25 08:33:23,false,"Brest Course à pied","4.20","339","00:23:32","160","185","--","135","173","5:37","3:17","15","19","1.32","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","03:36.31.7","5","19.0","--","--","--","00:20:23","00:23:32","41","60"
Course à pied,2022-02-23 17:10:00,false,"Brest Course à pied","3.48","306","00:22:22","153","170","--","155","162","6:26","5:38","45","64","1.01","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","03:02.12.6","4","27.0","--","--","--","00:21:55","00:22:22","42","65"
Course à pied,2022-02-21 17:43:55,false,"Brest Course à pied","4.13","268","00:17:42","160","183","--","164","172","4:17","3:41","52","56","1.42","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:32.20.7","5","25.0","--","--","--","00:17:41","00:17:42","42","66"
Course à pied,2022-02-19 12:31:34,false,"Dompierre-sur-Yon Course à pied","7.83","562","00:35:28","168","189","--","165","175","4:32","3:43","71","77","1.34","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","03:46.33.2","8","24.0","--","--","--","00:35:24","00:35:28","69","96"
Course à pied,2022-02-17 17:24:16,false,"Dompierre-sur-Yon Course à pied","5.61","392","00:25:29","164","192","--","163","172","4:33","4:12","108","106","1.35","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","18.0","0:00","Non","02:38.71.8","6","26.0","--","--","--","00:25:22","00:25:29","70","102"
Cyclisme,2022-02-16 12:08:37,false,"La Roche-sur-Yon Cyclisme","15.11","404","00:50:04","121","156","--","0","0","18.1","36.5","375","342","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","00:20.07.9","16","25.0","--","--","--","00:49:55","00:50:59","-6","65"
En piscine,2022-02-16 11:03:14,false,"En piscine","1,600","366","00:51:33","0","0","--","0","0","1:51","0:27","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","732","78","25","0","--","0:00","25.0","0:00","Non","00:13.01.3","46","26.0","--","--","--","00:29:35","00:51:38","--","--"
Cyclisme,2022-02-16 10:13:43,false,"La Roche-sur-Yon Cyclisme","3.37","105","00:11:24","120","148","--","0","0","17.7","30.6","39","58","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","01:08.88.3","4","28.0","--","--","--","00:11:14","00:12:08","47","79"
Cyclisme,2022-02-15 15:26:08,false,"Dompierre-sur-Yon Cyclisme","11.54","379","00:35:11","135","174","--","0","0","19.7","40.3","185","197","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","01:34.46.4","12","26.0","--","--","--","00:34:58","00:35:11","56","95"
Course à pied,2022-02-14 11:18:42,false,"Dompierre-sur-Yon Course à pied","10.07","739","00:47:14","166","194","--","164","170","4:41","4:15","188","184","1.30","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:16.65.6","11","24.0","--","--","--","00:46:59","00:47:14","185","224"
Course à pied,2022-02-13 11:39:16,false,"Dompierre-sur-Yon Course à pied","7.90","565","00:36:41","167","182","--","166","172","4:39","4:10","66","59","1.16","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:21.19.7","8","24.0","--","--","--","00:33:14","00:36:41","178","204"
Course à pied,2022-02-10 17:00:50,false,"Brest Course à pied","4.16","278","00:19:56","152","187","--","161","170","4:47","3:39","56","53","1.30","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:41.12","5","25.0","--","--","--","00:19:49","00:19:56","43","67"
Course à pied,2022-02-08 16:15:20,false,"Brest Course à pied","4.73","350","00:26:34","148","170","--","111","187","5:37","3:01","37","30","1.65","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","04:41.66.2","5","19.0","--","--","--","00:19:56","00:26:34","42","64"
Course à pied,2022-02-08 15:49:01,false,"Brest Course à pied","2.89","264","00:22:15","142","169","--","107","199","7:43","3:43","11","15","1.19","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","17.0","0:00","Non","05:00.37.2","3","24.0","--","--","--","00:15:58","00:22:41","51","57"
Course à pied,2022-02-04 08:44:35,false,"Brest Course à pied","7.02","481","00:29:49","172","187","--","168","195","4:15","2:56","92","95","1.40","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","00:11.83.5","8","16.0","--","--","--","00:29:45","00:29:49","37","64"
Course à pied,2022-02-03 17:34:58,false,"Brest Course à pied","2.37","172","00:13:28","141","154","--","154","170","5:41","4:21","29","30","1.14","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","02:00.00.9","3","26.0","--","--","--","00:12:55","00:13:28","43","66"
Course à pied,2022-02-02 09:28:41,false,"Brest Course à pied","2.32","283","00:18:53","164","185","--","140","187","8:09","4:23","111","99","0.88","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","02:15.31.1","3","20.0","--","--","--","00:16:40","00:18:53","-155","55"
Course à pied,2022-02-02 08:42:18,false,"Brest Course à pied","4.11","324","00:24:57","150","182","--","126","178","6:04","3:18","14","27","1.34","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","03:59.66.2","5","17.0","--","--","--","00:20:02","00:24:57","50","59"
Course à pied,2022-02-01 17:48:31,false,"Brest Course à pied","7.04","482","00:31:46","165","186","--","161","174","4:31","3:24","44","68","1.38","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","00:10.76.2","8","22.0","--","--","--","00:31:41","00:31:46","41","63"
Course à pied,2022-01-31 17:42:35,false,"Brest Course à pied","7.31","555","00:35:08","171","195","--","161","177","4:49","3:16","107","106","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","01:03.57.6","8","28.0","--","--","--","00:34:31","00:35:08","-55","-14"
En piscine,2022-01-29 10:18:23,false,"En piscine","2,000","477","01:00:39","0","0","--","0","0","1:52","1:06","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","904","79","24","0","--","0:00","25.0","0:00","Non","00:01.26.6","49","26.0","--","--","--","00:37:17","01:00:53","--","--"
Course à pied,2022-01-28 17:10:57,false,"Brest Course à pied","4.35","298","00:22:16","149","171","--","155","249","5:07","2:51","53","39","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","16.0","0:00","Non","01:25.34.3","5","26.0","--","--","--","00:20:54","00:22:16","33","77"
Course à pied,2022-01-27 18:01:45,false,"Brest Course à pied","6.26","482","00:31:22","168","186","--","155","218","5:01","3:31","79","76","1.29","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","01:26.38","7","26.0","--","--","--","00:31:20","00:31:35","28","70"
Course à pied,2022-01-16 13:02:47,false,"Dompierre-sur-Yon Course à pied","8.07","614","00:43:11","155","177","--","151","183","5:21","3:11","71","77","1.24","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","7.0","0:00","Non","00:20.23.6","9","23.0","--","--","--","00:42:43","00:43:11","65","91"
Cyclisme,2022-01-14 13:37:20,false,"La Roche-sur-Yon Cyclisme","15.14","558","00:52:57","134","167","--","0","0","17.2","37.7","211","186","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","13.0","0:00","Non","00:29.32.6","16","24.0","--","--","--","00:52:43","00:53:45","40","86"
En piscine,2022-01-14 12:17:34,false,"En piscine","1,750","408","01:02:56","0","0","--","0","0","1:48","0:29","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","762","76","24","0","--","0:00","25.0","0:00","Non","00:02.66.5","49","26.0","--","--","--","00:31:27","01:04:07","--","--"
Cyclisme,2022-01-14 11:20:43,false,"Dompierre-sur-Yon Cyclisme","14.96","341","00:45:28","116","160","--","0","0","19.7","36.4","189","211","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","02:24.80.4","15","22.0","--","--","--","00:45:08","00:46:04","45","84"
Course à pied,2022-01-13 11:46:34,false,"Dompierre-sur-Yon Course à pied","9.29","712","00:49:00","158","179","--","157","218","5:17","2:17","78","83","1.21","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","01:29.55.4","10","23.0","--","--","--","00:48:52","00:49:00","67","91"
En piscine,2022-01-12 16:21:09,false,"En piscine","2,000","450","01:04:00","0","0","--","0","0","2:04","1:47","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","1007","87","24","0","--","0:00","24.0","0:00","Non","00:14.89","34","26.0","--","--","--","00:41:24","01:04:07","--","--"
Course à pied,2022-01-12 11:44:04,false,"Dompierre-sur-Yon Course à pied","9.05","677","00:43:06","167","192","--","164","174","4:46","4:23","72","63","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","12.0","0:00","Non","04:41.54.2","9","22.0","--","--","--","00:43:02","00:43:06","72","100"
Cyclisme,2022-01-11 13:37:58,false,"La Roche-sur-Yon Cyclisme","15.11","331","00:48:58","112","133","--","0","0","18.5","41.2","263","230","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","15.0","0:00","Non","00:26.10.4","16","23.0","--","--","--","00:48:45","00:49:54","54","115"
En piscine,2022-01-11 12:23:13,false,"En piscine","1,800","402","00:56:39","0","0","--","0","0","2:03","1:40","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","898","87","24","0","--","0:00","24.0","0:00","Non","00:01.28.1","43","26.0","--","--","--","00:37:03","01:02:13","--","--"
Cyclisme,2022-01-11 11:24:17,false,"Dompierre-sur-Yon Cyclisme","15.11","298","00:46:04","109","142","--","0","0","19.7","38.5","216","248","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","14.0","0:00","Non","02:21.65.1","15","24.0","--","--","--","00:45:49","00:47:18","43","90"
Course à pied,2022-01-10 11:37:22,false,"Dompierre-sur-Yon Course à pied","7.84","582","00:37:37","163","181","--","164","172","4:48","4:08","58","53","1.27","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","--","0","0","0","--","0:00","11.0","0:00","Non","04:05.30.2","8","24.0","--","--","--","00:37:32","00:37:37","70","95"
En piscine,2022-01-08 10:22:44,false,"En piscine","2,200","494","01:11:34","0","0","--","0","0","2:04","1:43","--","--","0.00","0.0","0.0","0","--","0","0","0.0","0","0","0.0","0.0","1077","86","24","0","--","0:00","24.0","0:00","Non","00:13.39.4","48","25.0","--","--","--","00:45:25","01:11:38","--","--"
